driver_id,time,latitude,longitude
297,2014-02-01 00:07:03.801436+01,41.89707047,12.472918965
122,2014-02-01 00:07:03.867872+01,41.906593392,12.492694309
260,2014-02-01 00:07:03.99648+01,41.883311005,12.469167427
59,2014-02-01 00:07:04.00543+01,41.904486625,12.478977305
351,2014-02-01 00:07:04.116326+01,41.907196071,12.480512377
361,2014-02-01 00:07:04.4937+01,41.907560779,12.489191964
196,2014-02-01 00:07:05.138817+01,41.89236749,12.469939409
234,2014-02-01 00:07:05.437753+01,41.903149844,12.487156991
362,2014-02-01 00:07:05.703395+01,41.910227301,12.475902873
94,2014-02-01 00:07:06.061475+01,41.92232182,12.483389258
172,2014-02-01 00:07:07.045042+01,41.907512922,12.490235501
105,2014-02-01 00:07:07.377652+01,41.895393632,12.479554395
311,2014-02-01 00:07:07.491483+01,41.901401329,12.480268707
188,2014-02-01 00:07:07.564342+01,41.901386299,12.489839353
321,2014-02-01 00:07:07.711509+01,41.89752897,12.46879341
318,2014-02-01 00:07:07.955406+01,41.887667159,12.47306788
295,2014-02-01 00:07:08.433352+01,41.895965305,12.476939157
317,2014-02-01 00:07:08.475867+01,41.900367375,12.473201118
368,2014-02-01 00:07:08.869692+01,41.904826667,12.482883333
197,2014-02-01 00:07:09.20806+01,41.894398326,12.480981281
135,2014-02-01 00:07:09.6976+01,41.923144099,12.501680699
315,2014-02-01 00:07:09.720749+01,41.891954777,12.474557548
331,2014-02-01 00:07:09.790314+01,41.909486814,12.458596257
298,2014-02-01 00:07:09.796106+01,41.906232834,12.481730897
259,2014-02-01 00:07:10.084751+01,41.865828577,12.579584118
104,2014-02-01 00:07:10.506292+01,41.805042061,12.224425916
132,2014-02-01 00:07:11.026084+01,41.879727159,12.478440775
232,2014-02-01 00:07:11.383038+01,41.903272268,12.47950033
357,2014-02-01 00:07:11.741602+01,41.866568132,12.468710742
281,2014-02-01 00:07:11.816749+01,41.900361225,12.472630761
53,2014-02-01 00:07:11.856438+01,41.895817998,12.482861374
224,2014-02-01 00:07:12.068926+01,41.96022869,12.48715972
341,2014-02-01 00:07:12.139047+01,41.897445154,12.470502233
257,2014-02-01 00:07:12.629765+01,41.902779414,12.485087551
352,2014-02-01 00:07:12.694764+01,41.897844519,12.467292733
178,2014-02-01 00:07:12.879201+01,41.907397166,12.468588233
37,2014-02-01 00:07:12.889177+01,41.889790053,12.474451009
365,2014-02-01 00:07:13.178207+01,41.887409221,12.502772121
174,2014-02-01 00:07:13.62205+01,41.889706693,12.47443608
61,2014-02-01 00:07:13.695068+01,41.900431667,12.473041667
228,2014-02-01 00:07:14.055161+01,41.895540927,12.468814642
79,2014-02-01 00:07:14.770974+01,41.87625732,12.45391395
156,2014-02-01 00:07:15.327296+01,41.880487958,12.508626907
187,2014-02-01 00:07:16.081877+01,41.90226,12.47162
291,2014-02-01 00:07:16.238607+01,41.844842056,12.476981648
297,2014-02-01 00:07:16.357074+01,41.89707047,12.472918965
89,2014-02-01 00:07:16.421637+01,41.800057928,12.548035551
58,2014-02-01 00:07:16.540157+01,41.90422667,12.483910827
343,2014-02-01 00:07:16.654478+01,41.89070962,12.471315896
191,2014-02-01 00:07:17.792273+01,41.855162562,12.565467567
248,2014-02-01 00:07:17.995719+01,41.89052181,12.49394432
260,2014-02-01 00:07:18.380818+01,41.883311005,12.469167427
2,2014-02-01 00:07:18.451579+01,41.90840125,12.505383473
361,2014-02-01 00:07:18.554726+01,41.907492634,12.489458425
122,2014-02-01 00:07:18.866909+01,41.905903362,12.491297023
351,2014-02-01 00:07:19.672266+01,41.90792527,12.479566932
311,2014-02-01 00:07:19.743164+01,41.900221662,12.480763702
59,2014-02-01 00:07:19.753257+01,41.902883651,12.474422587
234,2014-02-01 00:07:20.422446+01,41.90340423,12.488256906
196,2014-02-01 00:07:20.436571+01,41.89236749,12.469939409
362,2014-02-01 00:07:20.640802+01,41.90962457,12.476257049
172,2014-02-01 00:07:21.007632+01,41.907512922,12.490235501
94,2014-02-01 00:07:21.11824+01,41.922713482,12.483258023
105,2014-02-01 00:07:21.373334+01,41.895104745,12.480007646
188,2014-02-01 00:07:21.804344+01,41.900340386,12.488412194
318,2014-02-01 00:07:22.341933+01,41.888764325,12.474072894
321,2014-02-01 00:07:23.281528+01,41.89693437,12.46759273
317,2014-02-01 00:07:23.457141+01,41.900367375,12.473201118
368,2014-02-01 00:07:23.86615+01,41.904826667,12.482883333
197,2014-02-01 00:07:24.241585+01,41.894398326,12.480981281
331,2014-02-01 00:07:24.259929+01,41.910054479,12.460889462
259,2014-02-01 00:07:24.323047+01,41.866913822,12.578344332
135,2014-02-01 00:07:24.501002+01,41.924432883,12.498948028
298,2014-02-01 00:07:24.800225+01,41.906935405,12.48071434
2,2014-02-01 00:07:24.92162+01,41.908251796,12.504594508
232,2014-02-01 00:07:25.75663+01,41.902763739,12.47969597
104,2014-02-01 00:07:25.907449+01,41.804886809,12.223573835
295,2014-02-01 00:07:26.240299+01,41.895965305,12.476939157
132,2014-02-01 00:07:26.373392+01,41.881300648,12.477378649
357,2014-02-01 00:07:26.478263+01,41.867161666,12.46855091
281,2014-02-01 00:07:26.833408+01,41.900361225,12.472630761
341,2014-02-01 00:07:27.138065+01,41.897445154,12.470502233
53,2014-02-01 00:07:27.20392+01,41.896526473,12.482266955
224,2014-02-01 00:07:27.238918+01,41.96300809,12.48894523
248,2014-02-01 00:07:27.484473+01,41.890427128,12.494821221
257,2014-02-01 00:07:27.949072+01,41.902691081,12.48466164
291,2014-02-01 00:07:28.071745+01,41.842799321,12.475376792
281,2014-02-01 00:07:28.127359+01,41.898619021,12.5148343
37,2014-02-01 00:07:28.165147+01,41.889790053,12.474451009
79,2014-02-01 00:07:28.27426+01,41.87625724,12.45391213
352,2014-02-01 00:07:28.308245+01,41.897844519,12.467292733
174,2014-02-01 00:07:28.320776+01,41.889706693,12.47443608
343,2014-02-01 00:07:28.399694+01,41.892202082,12.469904044
365,2014-02-01 00:07:28.41922+01,41.887178964,12.503822404
61,2014-02-01 00:07:28.65537+01,41.900436667,12.473033333
178,2014-02-01 00:07:28.697696+01,41.906058044,12.469273217
228,2014-02-01 00:07:29.154113+01,41.895540927,12.468814642
281,2014-02-01 00:07:30.443101+01,41.900361225,12.472630761
156,2014-02-01 00:07:30.678901+01,41.880549486,12.508609228
187,2014-02-01 00:07:30.82331+01,41.901633333,12.471903333
297,2014-02-01 00:07:31.058111+01,41.89707047,12.472918965
58,2014-02-01 00:07:31.540523+01,41.904867033,12.483191212
315,2014-02-01 00:07:31.604856+01,41.891705576,12.473542978
343,2014-02-01 00:07:31.622224+01,41.89070962,12.471315896
89,2014-02-01 00:07:31.711621+01,41.801294555,12.552380274
191,2014-02-01 00:07:31.719045+01,41.856267462,12.56345611
361,2014-02-01 00:07:32.798528+01,41.907748827,12.489165729
260,2014-02-01 00:07:33.348946+01,41.883311005,12.469167427
122,2014-02-01 00:07:33.817956+01,41.905903362,12.491297023
59,2014-02-01 00:07:34.112509+01,41.902032621,12.472408529
351,2014-02-01 00:07:34.127395+01,41.908091851,12.479358731
234,2014-02-01 00:07:34.378608+01,41.902716708,12.489182075
311,2014-02-01 00:07:34.441234+01,41.899060116,12.481286287
362,2014-02-01 00:07:34.816649+01,41.907919152,12.476064048
196,2014-02-01 00:07:35.146513+01,41.89236749,12.469939409
94,2014-02-01 00:07:35.666936+01,41.922751907,12.483248593
172,2014-02-01 00:07:36.035556+01,41.907512922,12.490235501
105,2014-02-01 00:07:36.04503+01,41.894517375,12.481180345
188,2014-02-01 00:07:36.443387+01,41.899069375,12.486821957
58,2014-02-01 00:07:37.574687+01,41.90487557,12.483137917
321,2014-02-01 00:07:38.029539+01,41.89630036,12.46790165
318,2014-02-01 00:07:38.699612+01,41.890019468,12.47436229
295,2014-02-01 00:07:38.932302+01,41.895965305,12.476939157
317,2014-02-01 00:07:38.965611+01,41.900354666,12.473392997
368,2014-02-01 00:07:39.062256+01,41.904826667,12.482883333
197,2014-02-01 00:07:39.20202+01,41.894398326,12.480981281
259,2014-02-01 00:07:39.34428+01,41.867677898,12.578034223
135,2014-02-01 00:07:39.371297+01,41.925254714,12.496920751
232,2014-02-01 00:07:39.463774+01,41.902177575,12.47992853
2,2014-02-01 00:07:39.857272+01,41.908251796,12.504594508
331,2014-02-01 00:07:39.99797+01,41.910191858,12.46145172
298,2014-02-01 00:07:40.443072+01,41.907760939,12.47971639
132,2014-02-01 00:07:40.73891+01,41.88231315,12.47666051
248,2014-02-01 00:07:40.761533+01,41.890086493,12.496736224
104,2014-02-01 00:07:40.887843+01,41.804703372,12.222645919
315,2014-02-01 00:07:41.050343+01,41.89226982,12.471896418
357,2014-02-01 00:07:41.358606+01,41.867161666,12.46855091
281,2014-02-01 00:07:41.821588+01,41.900336644,12.47266785
53,2014-02-01 00:07:41.934004+01,41.896541018,12.481982228
224,2014-02-01 00:07:41.97125+01,41.96616977,12.49027959
79,2014-02-01 00:07:42.239083+01,41.87625675,12.45391023
257,2014-02-01 00:07:42.289008+01,41.902276773,12.483025083
37,2014-02-01 00:07:42.583887+01,41.889790053,12.474451009
352,2014-02-01 00:07:42.773879+01,41.897844519,12.467292733
178,2014-02-01 00:07:42.836381+01,41.905902518,12.470167026
291,2014-02-01 00:07:43.086274+01,41.840442895,12.474212513
365,2014-02-01 00:07:43.417062+01,41.887121991,12.504223338
61,2014-02-01 00:07:43.458806+01,41.90043,12.47314
174,2014-02-01 00:07:43.623149+01,41.889701631,12.474425993
228,2014-02-01 00:07:44.028287+01,41.895540927,12.468814642
341,2014-02-01 00:07:45.10874+01,41.896901137,12.472327997
156,2014-02-01 00:07:45.679154+01,41.880616784,12.508514038
187,2014-02-01 00:07:45.825356+01,41.900563333,12.472598333
89,2014-02-01 00:07:45.999472+01,41.803185166,12.556648736
297,2014-02-01 00:07:46.058433+01,41.89707047,12.472918965
58,2014-02-01 00:07:46.563105+01,41.90487557,12.483137917
343,2014-02-01 00:07:46.658072+01,41.89070962,12.471315896
191,2014-02-01 00:07:47.038964+01,41.85651967,12.563006045
260,2014-02-01 00:07:48.541134+01,41.883589936,12.469453913
59,2014-02-01 00:07:48.719114+01,41.902030912,12.472365687
122,2014-02-01 00:07:48.86759+01,41.905903362,12.491297023
351,2014-02-01 00:07:49.217984+01,41.908091851,12.479358731
361,2014-02-01 00:07:49.911802+01,41.907806243,12.489207974
196,2014-02-01 00:07:50.43507+01,41.89236749,12.469939409
94,2014-02-01 00:07:50.643563+01,41.922825687,12.483218801
234,2014-02-01 00:07:50.731003+01,41.9025631,12.487975656
362,2014-02-01 00:07:50.77619+01,41.906556608,12.475889781
172,2014-02-01 00:07:51.017871+01,41.907512922,12.490235501
105,2014-02-01 00:07:51.565287+01,41.894391514,12.482141958
188,2014-02-01 00:07:52.004919+01,41.897514087,12.486773509
321,2014-02-01 00:07:52.497991+01,41.89716193,12.4728207
321,2014-02-01 00:07:53.128814+01,41.89630036,12.46790165
318,2014-02-01 00:07:53.2294+01,41.891520897,12.474650772
317,2014-02-01 00:07:53.503745+01,41.900354523,12.473404627
295,2014-02-01 00:07:53.792478+01,41.895964933,12.476955096
368,2014-02-01 00:07:53.903471+01,41.904826667,12.482883333
197,2014-02-01 00:07:54.210121+01,41.894398326,12.480981281
259,2014-02-01 00:07:54.296151+01,41.868250929,12.579680301
331,2014-02-01 00:07:54.787388+01,41.910191858,12.46145172
315,2014-02-01 00:07:54.950055+01,41.892868828,12.471162446
2,2014-02-01 00:07:55.130257+01,41.908251796,12.504594508
135,2014-02-01 00:07:55.139357+01,41.924553679,12.495294246
311,2014-02-01 00:07:55.184468+01,41.897769246,12.481792828
232,2014-02-01 00:07:55.534811+01,41.901615909,12.480574676
104,2014-02-01 00:07:55.541411+01,41.804415412,12.221340388
132,2014-02-01 00:07:55.703463+01,41.88231315,12.47666051
248,2014-02-01 00:07:56.185408+01,41.889801221,12.498382816
224,2014-02-01 00:07:57.209893+01,41.96937419,12.49162419
298,2014-02-01 00:07:57.295552+01,41.908157528,12.479133764
79,2014-02-01 00:07:57.443122+01,41.87625697,12.4539096
352,2014-02-01 00:07:57.830971+01,41.897844519,12.467292733
37,2014-02-01 00:07:57.882894+01,41.889790053,12.474451009
257,2014-02-01 00:07:57.918186+01,41.901940808,12.481619686
281,2014-02-01 00:07:58.061996+01,41.900283527,12.472738112
341,2014-02-01 00:07:58.1538+01,41.896815552,12.472673054
174,2014-02-01 00:07:58.330545+01,41.889712138,12.474300997
365,2014-02-01 00:07:58.425836+01,41.887121991,12.504223338
61,2014-02-01 00:07:58.448618+01,41.90043,12.47314
351,2014-02-01 00:07:58.536462+01,41.90384762,12.488449241
53,2014-02-01 00:07:58.672399+01,41.896539447,12.481710797
291,2014-02-01 00:07:59.81372+01,41.838613257,12.473257192
228,2014-02-01 00:08:00.095629+01,41.895540927,12.468814642
187,2014-02-01 00:08:00.816463+01,41.900466667,12.473688333
156,2014-02-01 00:08:00.946977+01,41.881714966,12.508070414
297,2014-02-01 00:08:01.349058+01,41.89707047,12.472918965
58,2014-02-01 00:08:01.978631+01,41.904891162,12.483023717
291,2014-02-01 00:08:02.124526+01,41.838079425,12.472977656
291,2014-02-01 00:08:02.125999+01,41.838079425,12.472977656
191,2014-02-01 00:08:02.137193+01,41.856978958,12.562157375
260,2014-02-01 00:08:03.035551+01,41.884718764,12.47047476
361,2014-02-01 00:08:03.707934+01,41.907607885,12.489788085
351,2014-02-01 00:08:04.08891+01,41.908091851,12.479358731
122,2014-02-01 00:08:04.282486+01,41.905903362,12.491297023
59,2014-02-01 00:08:04.671595+01,41.901910756,12.472050628
291,2014-02-01 00:08:04.895649+01,41.837599377,12.472721514
196,2014-02-01 00:08:05.128925+01,41.89236749,12.469939409
311,2014-02-01 00:08:05.601686+01,41.896704181,12.482085617
94,2014-02-01 00:08:06.070284+01,41.922825687,12.483218801
105,2014-02-01 00:08:06.202081+01,41.895584092,12.48252471
172,2014-02-01 00:08:06.557119+01,41.907512922,12.490235501
318,2014-02-01 00:08:07.46665+01,41.891885685,12.47272634
343,2014-02-01 00:08:07.534596+01,41.89070962,12.471315896
234,2014-02-01 00:08:07.692389+01,41.902453909,12.487334205
321,2014-02-01 00:08:08.361588+01,41.89630036,12.46790165
317,2014-02-01 00:08:08.738885+01,41.900354523,12.473404627
357,2014-02-01 00:08:08.834874+01,41.867161666,12.46855091
188,2014-02-01 00:08:09.088608+01,41.896409118,12.486593134
298,2014-02-01 00:08:09.145244+01,41.909025265,12.478159452
368,2014-02-01 00:08:09.213255+01,41.904826667,12.482883333
197,2014-02-01 00:08:09.244703+01,41.894398326,12.480981281
135,2014-02-01 00:08:09.337434+01,41.922925435,12.493486823
315,2014-02-01 00:08:09.6559+01,41.893919301,12.469804753
357,2014-02-01 00:08:09.758738+01,41.868016055,12.468460097
357,2014-02-01 00:08:09.759311+01,41.868016055,12.468460097
331,2014-02-01 00:08:09.794514+01,41.910191858,12.46145172
232,2014-02-01 00:08:09.966844+01,41.901904113,12.481986038
104,2014-02-01 00:08:10.912103+01,41.804182611,12.220261703
132,2014-02-01 00:08:11.044416+01,41.88231315,12.47666051
295,2014-02-01 00:08:11.208807+01,41.895964933,12.476955096
248,2014-02-01 00:08:11.444528+01,41.889323151,12.500578835
2,2014-02-01 00:08:11.459053+01,41.908296929,12.504290112
362,2014-02-01 00:08:11.547412+01,41.906186321,12.477136439
53,2014-02-01 00:08:11.827099+01,41.896192362,12.479969545
357,2014-02-01 00:08:11.875514+01,41.868943643,12.468228907
281,2014-02-01 00:08:11.994527+01,41.900253707,12.472683311
224,2014-02-01 00:08:12.054271+01,41.9717031,12.49216607
341,2014-02-01 00:08:12.399405+01,41.896657427,12.473200083
259,2014-02-01 00:08:12.412785+01,41.868907961,12.580830167
257,2014-02-01 00:08:12.643278+01,41.902146179,12.481257988
37,2014-02-01 00:08:12.89262+01,41.889790053,12.474451009
352,2014-02-01 00:08:13.097953+01,41.897844519,12.467292733
58,2014-02-01 00:08:13.120628+01,41.904873431,12.483022774
61,2014-02-01 00:08:13.438932+01,41.90043,12.47314
174,2014-02-01 00:08:13.48767+01,41.889916196,12.474300521
365,2014-02-01 00:08:13.5625+01,41.887057933,12.505343574
228,2014-02-01 00:08:14.117541+01,41.895540927,12.468814642
79,2014-02-01 00:08:14.854496+01,41.87592888,12.45437194
156,2014-02-01 00:08:15.741738+01,41.882255623,12.508820658
297,2014-02-01 00:08:16.057221+01,41.89707047,12.472918965
187,2014-02-01 00:08:16.157462+01,41.899293333,12.474048333
343,2014-02-01 00:08:16.628129+01,41.89070962,12.471315896
89,2014-02-01 00:08:16.796349+01,41.804976299,12.559880187
89,2014-02-01 00:08:16.7978+01,41.804976299,12.559880187
191,2014-02-01 00:08:16.809158+01,41.858061583,12.560165199
58,2014-02-01 00:08:16.998412+01,41.904865472,12.483022145
368,2014-02-01 00:08:17.145845+01,41.904826667,12.482883333
361,2014-02-01 00:08:17.774569+01,41.907272651,12.489925046
260,2014-02-01 00:08:17.983351+01,41.885847477,12.471467589
89,2014-02-01 00:08:18.089427+01,41.804976299,12.559880187
59,2014-02-01 00:08:18.701686+01,41.901910756,12.472050628
351,2014-02-01 00:08:19.082666+01,41.908091851,12.479358731
234,2014-02-01 00:08:19.383435+01,41.902453909,12.487334205
122,2014-02-01 00:08:19.477272+01,41.905877466,12.490750036
362,2014-02-01 00:08:19.68785+01,41.904839026,12.476966734
291,2014-02-01 00:08:19.92237+01,41.836499191,12.472199638
196,2014-02-01 00:08:20.138746+01,41.89236749,12.469939409
94,2014-02-01 00:08:21.001428+01,41.922825687,12.483218801
311,2014-02-01 00:08:21.389383+01,41.896318298,12.480586811
172,2014-02-01 00:08:21.54694+01,41.907512922,12.490235501
188,2014-02-01 00:08:21.88758+01,41.896696842,12.485309617
105,2014-02-01 00:08:22.243268+01,41.896458008,12.482479717
318,2014-02-01 00:08:22.790177+01,41.89310977,12.470729475
321,2014-02-01 00:08:22.956137+01,41.89630036,12.46790165
317,2014-02-01 00:08:23.464995+01,41.900354523,12.473404627
295,2014-02-01 00:08:23.599781+01,41.895964933,12.476955096
197,2014-02-01 00:08:24.210326+01,41.894398326,12.480981281
368,2014-02-01 00:08:24.245552+01,41.904826667,12.482883333
259,2014-02-01 00:08:24.334881+01,41.869043892,12.580791636
232,2014-02-01 00:08:24.595592+01,41.902320903,12.483885358
315,2014-02-01 00:08:24.663708+01,41.895011319,12.468430808
331,2014-02-01 00:08:24.714384+01,41.910241353,12.46166856
2,2014-02-01 00:08:25.271913+01,41.908751566,12.502414455
248,2014-02-01 00:08:25.857176+01,41.889100704,12.50260453
135,2014-02-01 00:08:26.566546+01,41.92247392,12.492748239
298,2014-02-01 00:08:26.571924+01,41.909516403,12.47742503
224,2014-02-01 00:08:27.054038+01,41.9747421,12.49288987
104,2014-02-01 00:08:27.178066+01,41.803914941,12.218997398
281,2014-02-01 00:08:27.186153+01,41.900257199,12.472672582
79,2014-02-01 00:08:27.223476+01,41.87601823,12.45424529
257,2014-02-01 00:08:27.249574+01,41.902121135,12.480715635
357,2014-02-01 00:08:27.299452+01,41.869142152,12.468163254
341,2014-02-01 00:08:27.369132+01,41.896352533,12.475590615
352,2014-02-01 00:08:27.711451+01,41.897973977,12.4674566
37,2014-02-01 00:08:27.882135+01,41.889790053,12.474451009
58,2014-02-01 00:08:28.091202+01,41.904852415,12.483017441
365,2014-02-01 00:08:28.172827+01,41.886588375,12.507526128
174,2014-02-01 00:08:28.596029+01,41.890188883,12.474467546
61,2014-02-01 00:08:28.610215+01,41.90043,12.47314
53,2014-02-01 00:08:28.972565+01,41.895950284,12.478035947
228,2014-02-01 00:08:29.04687+01,41.895274995,12.469014892
132,2014-02-01 00:08:29.440357+01,41.883292618,12.47638378
156,2014-02-01 00:08:30.343583+01,41.88265639,12.509587775
187,2014-02-01 00:08:31.125559+01,41.899293333,12.474048333
297,2014-02-01 00:08:31.370443+01,41.89707047,12.472918965
58,2014-02-01 00:08:31.590167+01,41.904853398,12.483018595
343,2014-02-01 00:08:31.748481+01,41.89070962,12.471315896
191,2014-02-01 00:08:31.75701+01,41.85865072,12.559168121
178,2014-02-01 00:08:32.708671+01,41.903778193,12.471921228
178,2014-02-01 00:08:32.709382+01,41.903778193,12.471921228
89,2014-02-01 00:08:33.076823+01,41.804976299,12.559880187
361,2014-02-01 00:08:33.271538+01,41.906149518,12.489641234
260,2014-02-01 00:08:33.354978+01,41.887114953,12.472513931
59,2014-02-01 00:08:33.703027+01,41.901844274,12.471894561
178,2014-02-01 00:08:34.026691+01,41.903778193,12.471921228
351,2014-02-01 00:08:34.065072+01,41.908369844,12.479037372
122,2014-02-01 00:08:34.156558+01,41.905404999,12.490202042
311,2014-02-01 00:08:34.439217+01,41.895944307,12.478554764
234,2014-02-01 00:08:35.042493+01,41.902453909,12.487334205
291,2014-02-01 00:08:35.299719+01,41.835175427,12.471553097
172,2014-02-01 00:08:36.019168+01,41.907512922,12.490235501
94,2014-02-01 00:08:36.091761+01,41.922681777,12.48326171
105,2014-02-01 00:08:36.162597+01,41.897397132,12.481840335
196,2014-02-01 00:08:36.42138+01,41.89236749,12.469939409
362,2014-02-01 00:08:36.605488+01,41.904757649,12.477764536
188,2014-02-01 00:08:36.912145+01,41.897099652,12.484233492
318,2014-02-01 00:08:37.381355+01,41.894446173,12.469060229
295,2014-02-01 00:08:38.446742+01,41.895964933,12.476955096
368,2014-02-01 00:08:38.896564+01,41.904826667,12.482883333
317,2014-02-01 00:08:38.937239+01,41.900354523,12.473404627
298,2014-02-01 00:08:39.203685+01,41.909908717,12.477259152
197,2014-02-01 00:08:39.213223+01,41.894398326,12.480981281
331,2014-02-01 00:08:39.264624+01,41.910784584,12.463691868
259,2014-02-01 00:08:39.331327+01,41.869043892,12.580791636
135,2014-02-01 00:08:39.351033+01,41.92247392,12.492748239
321,2014-02-01 00:08:39.393831+01,41.89630036,12.46790165
2,2014-02-01 00:08:40.258808+01,41.909937394,12.500684489
104,2014-02-01 00:08:40.830765+01,41.803797042,12.218456033
132,2014-02-01 00:08:41.029221+01,41.884097564,12.477291469
232,2014-02-01 00:08:41.119468+01,41.902672616,12.485280461
178,2014-02-01 00:08:42.38424+01,41.903778193,12.471921228
178,2014-02-01 00:08:42.385785+01,41.903778193,12.471921228
357,2014-02-01 00:08:42.397223+01,41.869142152,12.468163254
315,2014-02-01 00:08:42.405133+01,41.896325165,12.4667192
341,2014-02-01 00:08:42.412649+01,41.895942841,12.477467334
37,2014-02-01 00:08:42.574662+01,41.889790053,12.474451009
281,2014-02-01 00:08:42.578499+01,41.900235255,12.47267691
53,2014-02-01 00:08:42.815086+01,41.896156766,12.476300294
248,2014-02-01 00:08:42.917165+01,41.889216123,12.503102709
224,2014-02-01 00:08:43.081481+01,41.97771847,12.49371098
365,2014-02-01 00:08:43.169131+01,41.886286408,12.508503458
257,2014-02-01 00:08:43.445195+01,41.901681958,12.480128264
352,2014-02-01 00:08:43.454839+01,41.897973977,12.4674566
61,2014-02-01 00:08:43.463754+01,41.90043,12.47314
174,2014-02-01 00:08:43.624108+01,41.890188883,12.474467546
178,2014-02-01 00:08:43.826039+01,41.903778193,12.471921228
228,2014-02-01 00:08:44.761553+01,41.894980675,12.469306443
79,2014-02-01 00:08:44.813809+01,41.87648315,12.45366658
156,2014-02-01 00:08:45.684278+01,41.883135723,12.510304493
187,2014-02-01 00:08:45.817177+01,41.896826667,12.4744
297,2014-02-01 00:08:46.056472+01,41.897179863,12.47284813
191,2014-02-01 00:08:47.040591+01,41.85948563,12.557778599
58,2014-02-01 00:08:47.143608+01,41.904874404,12.483033676
89,2014-02-01 00:08:48.538631+01,41.811620566,12.572148954
361,2014-02-01 00:08:49.00308+01,41.905167452,12.487876257
351,2014-02-01 00:08:49.353675+01,41.909004127,12.478337069
311,2014-02-01 00:08:49.430665+01,41.896055596,12.476701865
122,2014-02-01 00:08:49.473695+01,41.904415495,12.489098232
234,2014-02-01 00:08:49.704232+01,41.902421875,12.48641379
59,2014-02-01 00:08:49.7926+01,41.901051389,12.472212847
174,2014-02-01 00:08:50.624711+01,41.890617527,12.474549996
362,2014-02-01 00:08:50.723748+01,41.90433299,12.479023225
196,2014-02-01 00:08:50.761475+01,41.89236749,12.469939409
105,2014-02-01 00:08:51.155005+01,41.899467347,12.481040126
94,2014-02-01 00:08:51.661033+01,41.922681777,12.48326171
343,2014-02-01 00:08:52.11066+01,41.89070962,12.471315896
172,2014-02-01 00:08:52.223547+01,41.907512922,12.490235501
318,2014-02-01 00:08:52.382866+01,41.895988823,12.467117631
188,2014-02-01 00:08:52.591804+01,41.896797524,12.482746917
295,2014-02-01 00:08:53.442556+01,41.895964933,12.476955096
317,2014-02-01 00:08:53.507647+01,41.900424519,12.47355572
321,2014-02-01 00:08:53.556403+01,41.89630036,12.46790165
298,2014-02-01 00:08:54.146514+01,41.90993051,12.477404159
368,2014-02-01 00:08:54.194268+01,41.904826667,12.482883333
197,2014-02-01 00:08:54.203749+01,41.894398326,12.480981281
331,2014-02-01 00:08:54.250815+01,41.911264826,12.465701094
135,2014-02-01 00:08:54.42122+01,41.922481954,12.492756473
315,2014-02-01 00:08:54.622183+01,41.897646725,12.465451625
232,2014-02-01 00:08:54.795893+01,41.902743034,12.48551764
2,2014-02-01 00:08:55.318259+01,41.910779609,12.499033778
259,2014-02-01 00:08:55.548468+01,41.869043892,12.580791636
248,2014-02-01 00:08:55.710539+01,41.889216123,12.503102709
132,2014-02-01 00:08:55.750801+01,41.885432313,12.479035105
104,2014-02-01 00:08:55.879948+01,41.803797042,12.218456033
281,2014-02-01 00:08:56.519564+01,41.900236123,12.472690803
53,2014-02-01 00:08:56.856914+01,41.896507615,12.474523102
357,2014-02-01 00:08:57.057947+01,41.869509216,12.468019209
79,2014-02-01 00:08:57.210353+01,41.87734095,12.45376862
257,2014-02-01 00:08:57.252466+01,41.900282899,12.480756506
352,2014-02-01 00:08:57.294868+01,41.897841166,12.46737848
341,2014-02-01 00:08:57.542399+01,41.895781578,12.479105968
37,2014-02-01 00:08:57.583883+01,41.889790053,12.474451009
174,2014-02-01 00:08:58.307168+01,41.891051116,12.474562913
365,2014-02-01 00:08:58.426479+01,41.885774447,12.509316213
61,2014-02-01 00:08:58.452981+01,41.90043,12.47314
178,2014-02-01 00:08:58.835309+01,41.903778193,12.471921228
228,2014-02-01 00:08:58.929342+01,41.894479044,12.469746498
291,2014-02-01 00:08:59.35416+01,41.833806351,12.470802119
156,2014-02-01 00:09:00.722266+01,41.883620642,12.510989489
187,2014-02-01 00:09:01.220375+01,41.89703,12.474876667
343,2014-02-01 00:09:01.67042+01,41.89070962,12.471315896
58,2014-02-01 00:09:02.127043+01,41.904875517,12.48302052
191,2014-02-01 00:09:02.558113+01,41.860578651,12.555788744
297,2014-02-01 00:09:02.766471+01,41.897179863,12.47284813
89,2014-02-01 00:09:03.067622+01,41.811303968,12.573758722
361,2014-02-01 00:09:03.270614+01,41.904146201,12.488633562
59,2014-02-01 00:09:03.768117+01,41.900501008,12.472565867
122,2014-02-01 00:09:03.799928+01,41.903589483,12.488116346
351,2014-02-01 00:09:04.125325+01,41.909004127,12.478337069
311,2014-02-01 00:09:04.767585+01,41.896000228,12.476699204
362,2014-02-01 00:09:04.976143+01,41.90294491,12.479655385
196,2014-02-01 00:09:05.138811+01,41.89236749,12.469939409
311,2014-02-01 00:09:05.189+01,41.903613458,12.488714393
291,2014-02-01 00:09:05.224117+01,41.831721013,12.469823994
172,2014-02-01 00:09:06.039433+01,41.907512922,12.490235501
234,2014-02-01 00:09:06.194862+01,41.903064889,12.486487109
105,2014-02-01 00:09:06.440854+01,41.901150305,12.480348686
188,2014-02-01 00:09:07.544113+01,41.896581312,12.481670097
